CLASS,REGION-CENTROID-COL,REGION-CENTROID-ROW,REGION-PIXEL-COUNT,SHORT-LINE-DENSITY-5,SHORT-LINE-DENSITY-2,VEDGE-MEAN,VEDGE-SD,HEDGE-MEAN,HEDGE-SD,INTENSITY-MEAN,RAWRED-MEAN,RAWBLUE-MEAN,RAWGREEN-MEAN,EXRED-MEAN,EXBLUE-MEAN,EXGREEN-MEAN,VALUE-MEAN,SATURATION-MEAN,HUE-MEAN
SKY,0.530693069,-0.886426593,0,0,0,-0.333331796,-0.198245649,0.129032994,0.150345169,1.904993015,1.884297484,1.779116414,2.102351241,-2.011605655,1.013100533,-0.080645154,1.832985365,-0.52147726,-0.574447478
SKY,-0.071287129,-0.498614958,0,0,0,-0.222219779,-0.177800476,-0.161290763,-0.098391336,1.876692954,1.840220317,1.761044125,2.074688875,-2.112185621,1.041048167,-0.040322541,1.814196221,-0.489323137,-0.597395672
SKY,-0.300990099,-1.041551247,0,0,0,-0.592591429,-0.478289216,-0.322581439,-0.291945737,1.993127084,1.977961355,1.867469849,2.188105209,-2.065764211,1.0934498,-0.209677429,1.924843423,-0.523132725,-0.538314509
SKY,0,-0.443213296,0,0,0,-0.481480253,-0.335481914,-0.483870606,-0.298702972,1.852435853,1.815426928,1.773092288,2.000000077,-2.088975021,1.208733658,-0.451612817,1.826722285,-0.442515117,-0.469250592
SKY,0.166336634,-0.986149584,0,0,0,-0.518518454,-0.143863329,-0.548385709,-0.349763084,1.941378557,1.911845815,1.823293222,2.138312677,-2.127659564,1.086462876,-0.129032275,1.878914488,-0.49859222,-0.570643331
SKY,-0.435643564,-0.144044321,0,0,0,-0.296296141,-0.0162351,-0.258063375,-0.080028096,1.764301566,1.730027462,1.706827257,1.875518747,-1.965183758,1.243668122,-0.661290246,1.757828788,-0.418914,-0.393261754
SKY,0.546534653,-0.853185596,0,0,0,-0.407406424,-0.114327255,-0.387095788,-0.243367197,1.905801432,1.889807096,1.791164577,2.082987672,-1.972920625,1.072489216,-0.258064477,1.845511429,-0.512253262,-0.512500038
SKY,-0.237623762,-0.753462604,0,0,0,-0.296295315,-0.291592645,-0.354837496,-0.181104934,1.92844148,1.939393874,1.795180782,2.105117589,-1.771760136,0.995633206,-0.290322582,1.849686941,-0.56950086,-0.470651055
SKY,-0.538613861,-1.041551247,0,0,0,-0.555554928,-0.294722182,0.193548823,-0.070528422,1.96320997,1.903581187,1.8594378,2.171507566,-2.406189558,1.180786024,-0.056451629,1.916492776,-0.443510675,-0.619722152
SKY,-0.348514851,-0.952908587,0,0,0,-0.481480253,-0.453556442,-0.225805896,-0.187308086,1.970487254,1.947658378,1.853413764,2.16044257,-2.104448755,1.117903925,-0.225806445,1.910229791,-0.504219931,-0.537511033
SKY,-0.261386139,-0.343490305,0,0,0,-0.148146857,-0.003824692,-0.419354777,-0.118860783,1.816858618,1.807162671,1.728915571,1.947441172,-1.818181894,1.131877837,-0.556451568,1.780793256,-0.489083022,-0.397981773
SKY,0.902970297,-0.842105263,0,0,0,-0.074073829,-0.143862719,-0.064516642,-0.21498158,2.029512845,2.013774042,1.899598403,2.232365268,-2.112185621,1.103930265,-0.185483832,1.958246388,-0.526225788,-0.549784752
SKY,0.562376238,-0.786703601,0,0,0,-0.37036825,-0.304327967,-0.290323147,-0.118861177,1.900950055,1.873278211,1.793172679,2.080221323,-2.065764211,1.103930265,-0.233870953,1.847599185,-0.489347149,-0.531174428
SKY,0.245544554,-1.152354571,0,0,0,-0.333332596,-0.259233282,-0.516127417,-0.392074134,1.974530104,1.922864989,1.855421596,2.196403832,-2.352031141,1.110917095,0.048387121,1.912317265,-0.471596114,-0.646047707
SKY,-0.300990099,-0.753462604,0,0,0,-0.333333489,-0.07768652,-0.451612314,-0.236022681,1.927632845,1.931129618,1.801204728,2.102351241,-1.833655628,1.030567702,-0.306451599,1.855949832,-0.55057988,-0.479382191
SKY,-0.047524752,-0.454293629,0,0,0,-0.37036825,-0.1278642,-0.419353302,-0.327863974,1.839498776,1.790633539,1.755019999,2.005532525,-2.174081253,1.170305779,-0.274193566,1.807933141,-0.434182679,-0.529285682
SKY,-0.681188119,-0.609418283,0,0.11111111,0,0.925926491,0.207133265,1.387094827,0.519636354,1.842732881,1.796143373,1.767068342,1.994467629,-2.158607519,1.219213997,-0.403225768,1.820459394,-0.425487014,-0.489266677
SKY,0.451485149,-1.174515235,0,0,0,-0.62962791,-0.36712085,0.032257421,0.118411098,1.993127084,1.980716396,1.865461837,2.188105209,-2.042553123,1.082969461,-0.209677429,1.922755762,-0.529449132,-0.533684247
SKY,-0.22970297,-0.199445983,0,0,0,0.296297848,0.413614831,0.225807115,0.212358335,1.721447375,1.674931097,1.664658552,1.84232356,-2.019342522,1.208733658,-0.524193463,1.713987421,-0.402130596,-0.439271824
SKY,-0.435643564,-0.897506925,0,0,0,-0.444442945,-0.346824723,-0.612900783,-0.361712251,1.921972942,1.870523541,1.827309246,2.107883938,-2.290135649,1.191266489,-0.20161292,1.883089812,-0.44269914,-0.56538702
SKY,-0.665346535,-0.675900277,0,0,0,-0.444443772,-0.235065804,-0.516128143,-0.392074375,1.90822712,1.870523541,1.817269186,2.074688875,-2.158607519,1.198253413,-0.35483872,1.872651503,-0.455141586,-0.505416798
SKY,-0.538613861,-0.487534626,0,0.11111111,0,-0.037033948,0.131887197,0.709676095,0.7104807,1.859712918,1.823691432,1.769076246,2.02212997,-2.088975021,1.156331899,-0.330645123,1.822546943,-0.457834483,-0.506519249
SKY,0.8,-0.930747922,0,0.11111111,0,-0.481480253,-0.294721283,0.38709631,-0.164578729,2.004447108,2.002754744,1.873493885,2.193637757,-1.965183758,1.075982631,-0.274193566,1.931106409,-0.545660412,-0.509601327
SKY,0.308910891,-1.019390582,0,0,0,-0.703703425,-0.384941136,-0.483871337,-0.206603365,1.95512427,1.933884262,1.829317258,2.154910121,-2.073501148,1.058515305,-0.120967767,1.885177473,-0.51788771,-0.566270136
SKY,0.269306931,-1.130193906,0,0,0,-0.444442945,-0.346825704,-0.483869886,-0.361714338,1.965635768,1.953167965,1.839357499,2.15767647,-2.011605655,1.065502292,-0.20161292,1.89561597,-0.5286318,-0.53402529
SKY,0.863366337,-1.218836565,0,0,0,-0.259258794,-0.384941603,0.09677476,-0.007713825,2.125732832,2.170798882,1.943775211,2.343015353,-1.709864574,0.918777385,-0.177419396,2.004175511,-0.655671324,-0.507777289
SKY,0.427722772,-1.1966759,0,0,0,-0.259258794,-0.017808783,-0.129031716,-0.114950204,2.011724173,1.994490487,1.885542138,2.210235102,-2.104448755,1.10742368,-0.20161292,1.943632568,-0.520591927,-0.543499047
SKY,-0.332673267,-0.709141274,0,0,0,-0.148146857,-0.205312787,-0.225804328,-0.169013324,1.90822712,1.900826542,1.783132438,2.09128622,-1.903288126,1.020087363,-0.209677429,1.837160688,-0.536325561,-0.517959146
SKY,-0.293069307,-0.398891967,0,0,0,-0.296294448,-0.097488465,-0.161288557,-0.163111885,1.836264452,1.815426928,1.740963914,1.988935081,-1.934236151,1.110917095,-0.387096825,1.793319509,-0.483803145,-0.467511333
SKY,0.784158416,-0.91966759,0,0.11111111,0,-0.407405598,-0.070679212,-0.064515887,0.187731714,1.993935719,1.977961355,1.867469849,2.190871284,-2.073501148,1.089956354,-0.193548412,1.924843423,-0.523339702,-0.547434056
SKY,-0.499009901,-1.074792244,0,0,0,-0.333330929,-0.227386568,-0.612902264,-0.36171365,1.976955683,1.936639205,1.871486053,2.168741491,-2.259187624,1.184279502,-0.217741937,1.929018935,-0.468691148,-0.552781248
SKY,-0.807920792,-1.041551247,0,0,0,-0.074073029,0.305040066,-0.193547546,0.107418453,1.961592918,1.89531693,1.869478041,2.16044257,-2.460348113,1.240174707,-0.137096783,1.926931273,-0.421159804,-0.59950311
SKY,0.506930693,-0.96398892,0,0,0,0.074073829,0.142947671,-0.161290763,-0.0983928,1.909035865,1.903581187,1.765060149,2.116182486,-1.887814393,0.9222708,0,1.818371544,-0.563656928,-0.590207743
SKY,1.045544554,-0.997229917,0,0,0,-0.518518454,-0.169049435,-0.064518094,-0.236022539,2.076409994,2.08815421,1.907630632,2.307054066,-1.934236151,0.943231541,0,1.966597223,-0.604463276,-0.591797032
SKY,0.396039604,-1.185595568,0,0,0,-0.407405598,-0.189024751,-0.451611594,-0.158745752,2.01010712,1.994490487,1.883534126,2.207469002,-2.088975021,1.103930265,-0.209677429,1.941544906,-0.522879683,-0.540146575
SKY,0.926732673,-0.742382271,0,0,0,-0.37036825,-0.235067067,-0.25806413,-0.23602161,2.008489936,2.016528959,1.887550331,2.174273939,-1.887814393,1.131877837,-0.483870922,1.945720417,-0.545138072,-0.428828886
SKY,0.871287129,-1.207756233,0,0,0,0,-0.177800476,-0.25806413,0.035158345,2.117647001,2.154270121,1.951807439,2.320885162,-1.771760136,0.995633206,-0.290322582,2.012526347,-0.626635764,-0.480529922
SKY,0.926732673,-1.074792244,0,0,0,-0.592593109,-0.399511733,-0.290320935,-0.088505899,2.06508997,2.082644598,1.915662861,2.262794007,-1.872340659,1.034061243,-0.274193566,1.974948058,-0.587908119,-0.493855192
SKY,-0.071287129,-1.019390582,0,0,0,-0.48147942,-0.384941219,-0.129031716,-0.147338838,1.999595731,2.011019372,1.849397559,2.201936305,-1.849129571,0.971179144,-0.153225799,1.906054279,-0.586305652,-0.534177026
SKY,-0.324752475,-0.908587258,0,0,0,-0.444443772,-0.177802294,-0.41935408,-0.118861302,1.943804355,1.8980716,1.829317258,2.152143773,-2.266924561,1.10742368,-0.032258105,1.885177473,-0.474013329,-0.613472575
SKY,0.784158416,-0.952908587,0,0,0,-0.222222319,-0.022548474,-0.225805896,-0.074069204,2.016575768,2.011019372,1.891566174,2.201936305,-2.011605655,1.117903925,-0.322580687,1.949895553,-0.532635852,-0.497134125
SKY,-0.427722772,-0.908587258,0,0,0,-0.407407291,-0.217406761,-0.451612314,-0.158746517,1.929250116,1.876033153,1.829317258,2.124481407,-2.31334625,1.170305779,-0.129032275,1.885177473,-0.446927679,-0.589008791
SKY,-0.03960396,-0.753462604,0,0,0,-0.444442945,-0.267717257,0.161290589,-0.033212765,1.903375744,1.911845815,1.777108493,2.071922502,-1.76402313,1.009607118,-0.330645123,1.830897797,-0.55953176,-0.455534823
SKY,0.015841584,-0.59833795,0,0,0,-0.222221486,-0.177800716,-0.419353302,-0.227082642,1.871032942,1.848484821,1.781124535,2.019363895,-1.988394567,1.170305779,-0.467741978,1.835073139,-0.473588994,-0.450528834
SKY,-0.871287129,-0.797783934,0,0.11111111,0,0.333334262,0.116861649,-0.193547546,-0.043111823,1.91227008,1.840220317,1.853413764,2.069156427,-2.452611246,1.36943232,-0.443548309,1.910229791,-0.373545693,-0.512841242
SKY,-0.142574257,-0.64265928,0,0,0,-0.407406424,-0.092006726,-0.064517397,-0.038688489,1.901758691,1.900826542,1.779116414,2.074688875,-1.841392634,1.027074255,-0.290322582,1.832985365,-0.541600149,-0.486223617
SKY,-0.356435644,-1.141274238,0,0,0,-0.222221486,-0.267718512,-0.322580679,-0.221839557,2.021427144,2.016528959,1.889558343,2.21576755,-2.011605655,1.086462876,-0.250000042,1.947808079,-0.541848765,-0.519207552
SKY,0.728712871,-1.1966759,0,0,0,-0.148146857,-0.177801382,0.129033749,0.187730949,2.081261371,2.096418714,1.921686716,2.295988896,-1.911025132,0.995633206,-0.145161291,1.981210856,-0.596208201,-0.542327231
SKY,0.102970297,-1.030470914,0,0,0,-0.333332596,-0.294721653,-0.580645453,-0.320212597,1.973721359,1.955923007,1.857429788,2.15767647,-2.065764211,1.12489085,-0.282258074,1.914405114,-0.509102422,-0.514746527
SKY,-0.340594059,-1.019390582,0,0,0,-0.407406424,-0.114327872,-0.290322422,-0.118861903,1.993127084,1.97520671,1.867469849,2.190871284,-2.088975021,1.0934498,-0.185483832,1.924843423,-0.519900371,-0.549842396
SKY,0.879207921,-1.008310249,0,0,0,-0.48148112,-0.335482325,-0.387096485,-0.35267907,2.03678991,2.038567431,1.893574367,2.240663816,-1.972920625,1.041048167,-0.185483832,1.951983403,-0.563052879,-0.533485626
SKY,-0.506930693,-0.36565097,0,0.11111111,0,-0.48148112,-0.384938152,-0.096773482,-0.118861111,1.842732881,1.820936763,1.765060149,1.972337438,-1.949710024,1.208733658,-0.596774108,1.818371544,-0.45954036,-0.407162656
SKY,-0.071287129,-1.152354571,0,0,0,-0.296295315,-0.097487231,-0.548386435,-0.388400505,2.010915756,2.049586878,1.849397559,2.201936305,-1.632495139,0.9222708,-0.266129058,1.906054279,-0.633805071,-0.462775418
SKY,0.324752475,-1.1966759,0,0,0,-0.222220619,-0.205311209,-0.483869125,-0.151576374,1.988275707,1.966942181,1.8594378,2.193637757,-2.112185621,1.072489216,-0.112903186,1.916492776,-0.520065671,-0.572166949
SKY,-0.134653465,-0.897506925,0,0,0,-0.592591429,-0.346824798,-0.354838251,-0.220109683,1.974530104,1.966942181,1.835341475,2.179806387,-1.980657631,1.00611364,-0.09677417,1.891440647,-0.550625709,-0.565079374
SKY,0.459405941,-0.653739612,0,0,0,-0.185185845,-0.217406027,2.774191512,2.560034513,1.832221493,1.809917316,1.724899547,2.002766177,-1.941973157,1.044541582,-0.225806445,1.776617932,-0.497184274,-0.518080052
SKY,-0.467326733,-1.063711911,0,0,0,-0.333332596,-0.384940725,-0.58064471,-0.320212805,1.976955683,1.950413321,1.863453824,2.165975018,-2.143133646,1.142358145,-0.241935461,1.9206681,-0.49498191,-0.535513583
SKY,0.681188119,-0.709141274,0,0,0,-0.333332596,-0.335482284,-0.322580679,-0.221840524,1.936527181,1.933884262,1.813252981,2.113416411,-1.895551259,1.055021827,-0.29838709,1.868475991,-0.538585192,-0.489159098
SKY,0.41980198,-0.797783934,0,0,0,-0.185183272,-0.050224765,-0.290321667,-0.020306354,1.872649995,1.859504095,1.771084366,2.027662443,-1.911025132,1.110917095,-0.411290277,1.824634717,-0.500314393,-0.457085576
SKY,-0.60990099,-0.476454294,0,0,0,-0.555554928,-0.335482943,-0.387095788,-0.320212614,1.879118642,1.840220317,1.785140631,2.049792609,-2.13539671,1.156331899,-0.282258074,1.839248538,-0.458236216,-0.522387576
GRASS,-0.586138614,1.030470914,0,0,0,1.222224006,0.652608935,1.129031568,0.774666126,-0.097837095,-0.129476608,-0.218875519,0.024896266,0.185686686,-0.761572053,1.725806477,-0.135699351,-0.130429931,6.934426161
GRASS,0.277227723,0.653739612,0,0,0,-0.5185177,-0.331821194,0.032258118,-0.264569504,-0.218314119,-0.264462852,-0.325301225,-0.105117562,0.201160559,-0.796506555,1.790322615,-0.233820433,0.27777633,6.838965719
GRASS,-0.506930693,1.185595568,0,0,0,0.962964706,0.840972287,1.161289512,0.229055449,-0.15362845,-0.190082684,-0.257028146,-0.052558781,0.208897495,-0.719650665,1.604838711,-0.194154464,-0.107217974,7.069852942
GRASS,-0.728712871,0.808864266,0,0,0,-0.555554728,-0.294721859,-0.483870507,-0.169013291,-0.122902766,-0.129476608,-0.261044206,-0.002766249,0.425531948,-0.873362455,1.733870986,-0.156576176,-0.128311157,6.415708177
GRASS,-0.895049505,0.853185596,0,0,0,0.259260767,-0.03054075,-0.032257653,-0.151577232,-0.145542749,-0.15702484,-0.289156646,-0.013831245,0.410058054,-0.922270768,1.862903261,-0.164926898,0.132477102,6.355114636
GRASS,0.110891089,0.986149584,0,0,0,0.407408424,0.339162491,0.41935437,0.087495051,-0.080857081,-0.129476608,-0.206827321,0.066390001,0.023210879,-0.772052415,1.91935489,-0.104384142,0.001912855,7.033095689
GRASS,-0.142574257,0.576177285,0,0.11111111,0,0.111112443,0.229198924,0.129032239,0.150346862,0.033151383,0.024793389,-0.142570284,0.213001373,0.232108353,-0.929257661,2.064516181,0.006263061,-0.184468796,6.561274585
GRASS,-0.689108911,1.329639889,0,0,0,0.222223353,0.552419935,0.580644901,0.065097513,-0.1495856,-0.206611618,-0.218875519,-0.074688798,0.030947746,-0.537991265,1.370967758,-0.210855928,-0.085793565,7.848885049
GRASS,0.601980198,0.376731302,0,0,0,-0.222221553,-0.235065702,0.354838657,0.390865549,-0.103497064,-0.154269997,-0.220883568,0.033195038,0.030947746,-0.747598258,1.85483868,-0.129436291,0.03750337,7.090956706
GRASS,-0.681188119,0.498614958,0,0,0,0.222223353,0.065595558,0.032258176,0.076845534,-0.057408528,-0.071625349,-0.218875519,0.105117537,0.286266951,-0.936244554,2.02419364,-0.075156577,-0.037450647,6.461521071
GRASS,0.063366337,0.59833795,0,0,0,0.111112176,-0.122013324,0.741934793,0.301089462,0.023448542,-0.005509661,-0.144578314,0.213001373,0.069632498,-0.897816612,2.161290423,0.006263061,-0.156849917,6.71092854
GRASS,-0.728712871,0.686980609,0,0,0,0.222223153,0.157433434,0.709676908,0.495910228,-0.175459863,-0.203856775,-0.297188785,-0.058091329,0.301740852,-0.834934513,1.774193599,-0.198329863,0.049351795,6.636335026
GRASS,-0.594059406,1.28531856,0,0,0,-0.148146991,-0.003823388,0.419354777,0.455111951,-0.183545585,-0.247933917,-0.273092387,-0.074688798,0.007736937,-0.674235814,1.709677389,-0.210855928,0.275937507,7.323208425
GRASS,0.681188119,0.55401662,0,0,0,-0.185183872,-0.367121076,0.129032645,-0.038688188,-0.058217098,-0.079889829,-0.206827321,0.094052516,0.224371403,-0.869869009,1.935483906,-0.083507318,-0.122660023,6.641808264
GRASS,0.483168317,0.831024931,0,0.11111111,0,0.592594162,-0.09748815,0.548386667,0.324407658,-0.192439877,-0.228650165,-0.271084357,-0.127247604,0.255319163,-0.625327515,1.338709704,-0.250521915,-0.207584276,7.515859575
GRASS,0.19009901,0.531855956,0,0,0,1.27E-06,-0.177801382,-0.129032123,-0.070528029,-0.114817044,-0.170798931,-0.196787152,-0.022130042,0,-0.572925767,1.483871016,-0.171189978,-0.111030287,7.690662131
GRASS,-0.118811881,0.786703601,0,0,0,-0.148146991,0.081798562,-0.322580133,-0.201676402,-0.1576713,-0.198347139,-0.275100435,-0.033195063,0.177949749,-0.796506555,1.814516139,-0.179540719,0.054052848,6.844445379
GRASS,-0.166336634,0.36565097,0,0,0,-0.51851782,-0.256457559,-0.354838251,-0.34976292,0.036385706,0.00826443,-0.128514055,0.221300145,0.061895562,-0.869869009,2.104838722,0.012526121,-0.223171216,6.779162166
GRASS,-0.237623762,1.385041551,0,0,0,0.925927291,0.28391061,0.451612488,0.237625974,-0.197291276,-0.25068876,-0.277108447,-0.113416334,0.116054187,-0.635807866,1.508064541,-0.240083494,0.10485646,7.395245555
GRASS,-0.38019802,0.465373961,0,0,0,-0.222221246,-0.177801882,0.258064478,0.031305901,0.032342834,0.052341597,-0.156626549,0.201936352,0.471953616,-0.999126653,1.975806374,-0.002087681,-0.175166731,6.183308095
GRASS,0.388118812,0.698060942,0,0,0,-0.444443572,-0.267717566,2.90E-07,0.031306447,-0.238528391,-0.286501398,-0.325301225,-0.15214387,0.208897495,-0.70917031,1.580645186,-0.26931106,0.235498069,7.089719861
GRASS,0.182178218,0.520775623,0,0,0,-0.11111031,-0.037021115,-0.032258176,-0.13488956,-0.099454235,-0.154269997,-0.17670685,-0.013831245,-0.007736937,-0.534497816,1.40322579,-0.164926898,-0.19623978,7.847612879
GRASS,-0.871287129,0.454293629,0,0,0,-0.148147257,0.065595146,0.612902903,0.176258633,-0.040428513,-0.05509644,-0.200803212,0.121715081,0.26305612,-0.915283875,1.999999971,-0.062630455,-0.120634749,6.509866102
GRASS,0.340594059,0.886426593,0,0.11111111,0,0.148149257,0.67866697,0.096774295,-0.088506364,-0.143117039,-0.190082684,-0.234939779,-0.047026308,0.108317251,-0.649781664,1.548387081,-0.189979122,-0.08242999,7.346526725
GRASS,0.863366337,0.443213296,0,0,0,0.259260434,0.165752387,-0.290322305,-0.227082931,-0.094602771,-0.146005542,-0.214859459,0.047026283,0.015473873,-0.754585167,1.887096785,-0.118997888,0.029212807,7.069740706
GRASS,1.013861386,0.941828255,0,0.22222222,0,0.962964706,0.065594735,-0.322580133,-0.39207361,-0.207802686,-0.25068876,-0.315261056,-0.09681884,0.216634453,-0.789519669,1.75806451,-0.22755741,0.224546219,6.856019509
GRASS,-0.19009901,0.59833795,0,0,0,-0.333332216,-0.122013646,0.548386958,0.173167848,0.01131997,-0.016528959,-0.144578314,0.182572634,0.092843378,-0.845414862,2.016129132,-0.016701426,-0.231197613,6.795938176
GRASS,-0.625742574,1.351800554,0,0.11111111,0,-0.11111011,0.437211355,-0.19354801,0.147139697,-0.193248425,-0.25068876,-0.291164676,-0.080221296,0.077369435,-0.726637561,1.75806451,-0.215031289,0.277999053,7.136164424
GRASS,0.704950495,1.218836565,0,0,0,0.370371743,0.255953829,0.032258118,0.400312201,-0.280574077,-0.325068921,-0.371485967,-0.19363763,0.286266951,-0.768558959,1.637096743,-0.300626287,0.455648413,6.830416505
GRASS,-0.879207921,0.819944598,0,0,0,-0.037036281,0.146596036,-0.258064304,-0.080029243,-0.138265619,-0.137741087,-0.295180737,0,0.502901383,-0.985152867,1.911290309,-0.154488495,0.256631363,6.168639523
GRASS,0.926732673,0.443213296,0,0.22222222,0,-0.222221046,-0.083006681,0.709677082,-0.141757552,-0.058217098,-0.096418764,-0.188755031,0.085753819,0.085106371,-0.775545861,1.862903261,-0.089770322,-0.137229429,6.975082937
GRASS,-0.047524752,0.664819945,0,0,0,-0.481480386,0.14659631,-0.419353964,0.083965683,-0.088942803,-0.104683218,-0.248996008,0.071922549,0.30947776,-0.957205264,2.04838702,-0.100208744,0.095508644,6.406964517
GRASS,0.958415842,0.675900277,0,0,0,0.148149257,0.071041627,0.419354602,0.441698387,-0.137457049,-0.17355375,-0.277108447,0.013831245,0.193423622,-0.894323165,2.02419364,-0.144050092,0.176972728,6.62899488
GRASS,-0.388118812,1.252077562,0,0.11111111,0,1.037038201,0.627438058,2.225804612,1.173223716,-0.143925609,-0.190082684,-0.230923718,-0.05532508,0.116054187,-0.625327515,1.483871016,-0.196242182,-0.108044747,7.448116641
GRASS,0.38019802,0.853185596,0,0,0,1.27E-06,-0.267717621,-0.096773831,0.028399848,-0.156054182,-0.212121255,-0.238955857,-0.063623777,0.046421689,-0.614847165,1.532258065,-0.202505187,0.013354963,7.525441876
GRASS,-0.356435644,0.842105263,0,0,0,0.333334596,0.2549006,0.032258234,-0.163111885,-0.155245612,-0.187327866,-0.289156646,-0.016597494,0.247582213,-0.880349348,1.935483906,-0.167014579,0.143006615,6.596558477
GRASS,-0.007920792,1.163434903,0,0,0,0.11111211,0.242151148,0.258064304,-0.099644452,-0.197291276,-0.253443554,-0.303212875,-0.074688798,0.092843378,-0.772052415,1.846774244,-0.210855928,0.326292382,6.975775943
GRASS,0.720792079,1.296398892,0,0,0,0.444445639,0.424171053,0.516128666,1.000328248,-0.246614114,-0.297520708,-0.327309255,-0.165975115,0.193423622,-0.684716166,1.540322573,-0.279749463,0.277737629,7.191789068
GRASS,-0.926732673,0.952908587,0,0.11111111,0,0.703705072,0.638289655,0.580644727,0.385509947,-0.15039417,-0.187327866,-0.281124526,-0.011065021,0.201160559,-0.859388654,1.935483906,-0.162839237,0.212827528,6.68799303
GRASS,0.792079208,0.808864266,0,0,0,-0.037035881,0.394863062,0.870967207,0.293172686,-0.15120274,-0.198347139,-0.277108447,-0.008298797,0.116054187,-0.834934513,1.967741866,-0.160751575,0.232767686,6.818288259
GRASS,1.037623762,0.653739612,0,0,0,-0.185184338,-0.137794645,0.354838193,0.5725366,-0.117242754,-0.151515203,-0.251004038,0.024896266,0.185686686,-0.845414862,1.91935489,-0.135699351,0.041095623,6.734253423
GRASS,0.261386139,1.407202216,0,0,0,1.481483173,1.010877394,1.806449894,1.392409712,-0.08004851,-0.123966971,-0.218875519,0.080221271,0.061895562,-0.83842796,2.032258076,-0.093945721,0.091395619,6.852379141
GRASS,-0.776237624,1.074792244,0,0,0,0.148149257,0.118127663,0.161290357,-0.033212874,-0.181119875,-0.217630891,-0.285140586,-0.080221296,0.239845262,-0.747598258,1.637096743,-0.215031289,-0.012340328,6.917146132
GRASS,0.594059406,1.318559557,0,0,0,0.185186472,0.20264439,-0.161290008,0.118412246,-0.29270265,-0.341597838,-0.375502032,-0.213001398,0.26305612,-0.73711791,1.588709694,-0.31524007,0.52643535,6.952500674
GRASS,0.744554455,1.252077562,0,0,0,0.074075295,0.157433297,-0.225806012,-0.272695185,-0.272488377,-0.319559274,-0.357429743,-0.190871381,0.255319163,-0.730131014,1.580645186,-0.298538607,0.419627609,7.006140392
GRASS,-0.554455446,1.274238227,0,0.11111111,0,0.851853329,1.167741581,0.516128666,0.130874555,-0.16413986,-0.212121255,-0.267068297,-0.052558781,0.123791124,-0.726637561,1.709677389,-0.194154464,0.089781832,7.114799899
GRASS,0.974257426,0.786703601,0,0,0,0.518519867,0.954821151,1.419353467,1.443217034,-0.119668508,-0.15702484,-0.244979947,0.013831245,0.162475876,-0.803493464,1.846774244,-0.144050092,0.014910621,6.863789975
GRASS,0.879207921,0.587257618,0,0,0,-0.074072829,-0.143862719,0.806450971,0.643752403,-0.137457049,-0.179063386,-0.257028146,-0.008298797,0.147001933,-0.789519669,1.830645155,-0.160751575,0.048369163,6.896052965
GRASS,0.15049505,0.432132964,0,0,0,-0.666665878,-0.34682484,-0.38709631,-0.201676566,-0.129371327,-0.179063386,-0.242971917,0,0.069632498,-0.751091714,1.822580647,-0.154488495,0.062254495,7.061335199
GRASS,-0.657425743,1.318559557,0,0,0,0.518520134,-0.177801334,0.06451641,0.237626083,-0.160097032,-0.217630891,-0.248996008,-0.058091329,0.038684752,-0.649781664,1.620967727,-0.198329863,0.097288319,7.380878046
GRASS,0.293069307,0.32132964,0,0,0,-0.592591642,-0.304328735,1.741934123,1.667904626,-0.058217098,-0.11019288,-0.170682742,0.074688798,-0.030947746,-0.681222713,1.766129018,-0.098121063,-0.087969176,7.318428514
GRASS,-0.665346535,0.819944598,0,0,0,1.07E-06,0.113055856,-0.064515887,-0.094659642,-0.181119875,-0.201101982,-0.313253026,-0.058091329,0.379110259,-0.894323165,1.830645155,-0.198329863,0.216139593,6.437757519
GRASS,0.491089109,0.387811634,0,0,0,-0.407406424,-0.282408075,0.387096717,-0.201676484,-0.043662837,-0.079889829,-0.164658634,0.085753819,0.085106371,-0.712663763,1.717741969,-0.089770322,-0.23845995,7.15778698
GRASS,0.087128713,1.119113573,0,0,0,0.555556948,-0.077686115,0.1935483,-0.029955278,-0.112391356,-0.159779658,-0.259036158,0.060857553,0.069632498,-0.908296951,2.185483803,-0.108559466,0.227429172,6.699118537
GRASS,0.8,0.742382271,0,0,0,-0.296295515,0.118127801,-0.258063781,0.110820622,-0.095411341,-0.126721814,-0.246987977,0.06915625,0.185686686,-0.91877729,2.088709778,-0.102296462,0.138492366,6.604217991
GRASS,-0.578217822,0.565096953,0,0,0,-0.074073029,0.162198959,2.90E-07,0.356404398,-0.053365699,-0.079889829,-0.20481929,0.107883836,0.177949749,-0.880349348,2.008064479,-0.073068858,-0.099525349,6.667023178
WINDOW,0.506930693,-0.421052632,0,0,0,-0.444443345,-0.235065804,-0.548386801,-0.289734493,0.034768566,-0.024793389,0.064257018,-0.016597494,-0.201160559,0.143231429,0.040322541,0.050104409,0.113733525,-0.212327638
WINDOW,0.308910891,-0.132963989,0,0,0,-0.296295515,-0.097488191,-0.580644901,-0.392073588,0.21750557,0.187327767,0.208835369,0.196403879,-0.162475806,0.108296934,0.080645154,0.2004176,-0.264870809,-0.216148965
WINDOW,0.491089109,0.188365651,0,0,0,-0.740739906,-0.44639683,-0.709676612,-0.392073511,-0.443096821,-0.465564786,-0.443775124,-0.508990341,0.657640273,-0.443668127,0.500000011,-0.47807932,2.447908548,0.400700488
